Date,Effective Federal Funds Rate,Treasury Bill Secondary Market Rate,Treasury Constant Maturity Rate,Breakeven Inflation Rate,Forward Inflation Expectation Rate,Bank Prime Loan Rate
2012-07-19,0.13,0.08,1.72,-0.25,0.59,3.25
2012-07-20,0.13,0.14,1.67,-0.19,0.49,3.25
2012-07-21,0.13,0.14,1.68,-0.14,0.98,3.25
2012-07-22,0.13,0.11,1.66,-0.09,1.03,3.25
2012-07-23,0.14,0.09,1.6,-0.08,1.08,3.25
2012-07-24,0.15,0.07,1.51,-0.09,1.21,3.25
2012-07-25,0.15,0.12,1.45,-0.1,1.28,3.25
2012-07-26,0.14,0.11,1.44,-0.03,1.21,3.25
2012-07-27,0.14,0.12,1.36,-0.13,1.03,3.25
2012-07-28,0.14,0.11,1.36,-0.1,1,3.25
2012-07-29,0.14,0.12,1.47,0,1.1,3.25
2012-07-30,0.14,0.13,1.48,0.03,1.13,3.25
2012-07-31,0.13,0.11,1.6,0.04,1.12,3.25
2012-08-01,0.14,0.1,1.61,0.09,1.21,3.25
2012-08-02,0.14,0.11,1.64,0.09,1.35,3.25
2012-08-03,0.14,0.15,1.67,0.1,1.46,3.25
2012-08-04,0.14,0.13,1.59,0.15,1.49,3.25
2012-08-05,0.14,0.19,1.7,0.25,1.55,3.25
2012-08-06,0.14,0.23,1.87,0.3,1.79,3.25
2012-08-07,0.13,0.24,1.85,0.38,1.91,3.25
2012-08-08,0.13,0.27,1.75,0.34,1.81,3.25
2012-08-09,0.13,0.32,1.88,0.43,1.83,3.25
2012-08-10,0.13,0.3,1.91,0.51,1.83,3.25
2012-08-11,0.13,0.29,1.89,0.51,1.71,3.25
2012-08-12,0.13,0.28,1.97,0.7,1.76,3.25
2012-08-13,0.13,0.32,1.99,0.93,1.89,3.25
2012-08-14,0.13,0.31,1.79,0.76,1.74,3.25
2012-08-15,0.13,0.3,1.76,0.66,1.58,3.25
2012-08-16,0.13,0.29,1.73,0.51,1.77,3.25
2012-08-17,0.13,0.29,1.88,0.67,1.75,3.25
2012-08-18,0.13,0.32,1.65,0.45,1.77,3.25
2012-08-19,0.13,0.31,1.81,0.5,1.72,3.25
2012-08-20,0.13,0.3,1.89,0.62,1.62,3.25
2012-08-21,0.13,0.27,1.81,0.57,1.65,3.25
2012-08-22,0.13,0.3,1.84,0.6,1.56,3.25
2012-08-23,0.13,0.32,1.89,0.53,1.43,3.25
2012-08-24,0.13,0.3,2.06,0.6,1.34,3.25
2012-08-25,0.13,0.27,2.07,0.59,1.33,3.25
2012-08-26,0.13,0.26,1.99,0.58,1.34,3.25
2012-08-27,0.13,0.28,1.86,0.52,1.3,3.25
2012-08-28,0.13,0.27,1.87,0.42,1.4,3.25
2012-08-29,0.13,0.26,1.97,0.47,1.37,3.25
2012-08-30,0.14,0.2,1.82,0.42,1.28,3.25
2012-08-31,0.13,0.2,1.83,0.37,1.25,3.25
2012-09-01,0.13,0.23,1.9,0.38,1.28,3.25
2012-09-02,0.13,0.24,1.99,0.38,1.3,3.25
2012-09-03,0.13,0.23,1.96,0.39,1.45,3.25
2012-09-04,0.14,0.21,1.92,0.51,1.51,3.25
2012-09-05,0.16,0.19,1.87,0.5,1.54,3.25
2012-09-06,0.16,0.24,1.91,0.56,1.62,3.25
2012-09-07,0.15,0.24,2,0.59,1.65,3.25
2012-09-08,0.15,0.21,1.54,0.6,1.86,3.25
2012-09-09,0.15,0.2,1.64,0.66,1.94,3.25
2012-09-10,0.15,0.21,1.66,0.63,1.81,3.25
2012-09-11,0.15,0.22,1.69,0.64,1.92,3.25
2012-09-12,0.15,0.21,1.7,0.73,1.91,3.25
2012-09-13,0.15,0.19,1.84,0.82,1.92,3.25
2012-09-14,0.16,0.15,1.8,0.95,1.97,3.25
2012-09-15,0.16,0.13,1.79,0.9,1.9,3.25
2012-09-16,0.16,0.18,1.72,0.78,1.9,3.25
2012-09-17,0.16,0.21,1.67,0.73,1.83,3.25
2012-09-18,0.16,0.22,1.65,0.72,1.9,3.25
2012-09-19,0.15,0.22,1.74,0.74,1.92,3.25
2012-09-20,0.16,0.21,1.87,0.8,1.96,3.25
2012-09-21,0.15,0.2,1.9,0.88,1.98,3.25
2012-09-22,0.15,0.2,1.87,0.8,1.84,3.25
2012-09-23,0.15,0.18,1.83,0.78,1.8,3.25
2012-09-24,0.16,0.18,1.9,0.82,1.86,3.25
2012-09-25,0.15,0.18,1.81,0.77,1.89,3.25
2012-09-26,0.15,0.17,1.71,0.75,1.81,3.25
2012-09-27,0.14,0.15,1.71,0.69,1.85,3.25
2012-09-28,0.09,0.13,1.79,0.73,1.81,3.25
2012-09-29,0.09,0.14,1.91,0.73,1.83,3.25
2012-09-30,0.09,0.14,1.82,0.61,1.83,3.25
2012-10-01,0.15,0.15,1.87,0.62,1.88,3.25
2012-10-02,0.16,0.14,1.92,0.64,2.02,3.25
2012-10-03,0.16,0.1,1.89,0.64,2.25,3.25
2012-10-04,0.15,0.1,1.96,0.73,2.28,3.25
2012-10-05,0.15,0.13,1.87,0.75,2.2,3.25
2012-10-06,0.15,0.13,1.97,0.81,2.21,3.25
2012-10-07,0.15,0.11,2.01,0.87,2.19,3.25
2012-10-08,0.15,0.14,2.02,0.82,2.12,3.25
2012-10-09,0.16,0.15,2.03,0.79,2.03,3.25
2012-10-10,0.16,0.19,2.03,0.84,2,3.25
2012-10-11,0.16,0.19,2.05,0.86,2,3.25
2012-10-12,0.16,0.19,2.06,0.93,1.95,3.25
2012-10-13,0.16,0.18,2.15,1.05,2.05,3.25
2012-10-14,0.16,0.18,2.15,1.04,2,3.25
2012-10-15,0.16,0.19,2.04,1,1.94,3.25
2012-10-16,0.16,0.19,2.02,0.99,1.97,3.25
2012-10-17,0.15,0.17,1.98,0.96,1.92,3.25
2012-10-18,0.15,0.16,1.98,0.96,1.88,3.25
2012-10-19,0.16,0.17,2.01,1,1.96,3.25
2012-10-20,0.16,0.19,2.09,1.03,2.09,3.25
2012-10-21,0.16,0.18,2.12,1.09,2.11,3.25
2012-10-22,0.15,0.18,2.05,1.09,2.17,3.25
2012-10-23,0.15,0.19,2.16,1.13,2.23,3.25
2012-10-24,0.17,0.18,2.23,1.19,2.27,3.25
2012-10-25,0.16,0.18,2.3,1.25,2.31,3.25
2012-10-26,0.16,0.17,2.43,1.37,2.39,3.25
2012-10-27,0.16,0.15,2.46,1.33,2.27,3.25
2012-10-28,0.16,0.14,2.34,1.36,2.24,3.25
2012-10-29,0.17,0.13,2.55,1.53,2.29,3.25
2012-10-30,0.17,0.14,2.52,1.59,2.33,3.25
2012-10-31,0.18,0.14,2.43,1.5,2.26,3.25
2012-11-01,0.17,0.14,2.56,1.55,2.23,3.25
2012-11-02,0.16,0.19,2.85,1.71,2.21,3.25
2012-11-03,0.16,0.19,2.95,1.71,2.23,3.25
2012-11-04,0.16,0.19,2.86,1.75,2.21,3.25
2012-11-05,0.17,0.18,2.93,1.85,2.29,3.25
2012-11-06,0.16,0.19,2.87,1.78,2.2,3.25
2012-11-07,0.16,0.18,2.81,1.67,2.13,3.25
2012-11-08,0.16,0.17,2.75,1.6,2.12,3.25
2012-11-09,0.16,0.17,2.7,1.53,2.05,3.25
2012-11-10,0.16,0.17,2.69,1.43,2.03,3.25
2012-11-11,0.16,0.18,2.86,1.53,2.23,3.25
2012-11-12,0.16,0.18,2.82,1.54,2.22,3.25
2012-11-13,0.16,0.2,2.75,1.44,2.22,3.25
2012-11-14,0.16,0.2,2.71,1.43,2.19,3.25
2012-11-15,0.16,0.19,2.74,1.34,2.24,3.25
2012-11-16,0.16,0.18,2.58,1.33,2.13,3.25
2012-11-17,0.16,0.19,2.53,1.21,2.13,3.25
2012-11-18,0.16,0.2,2.53,1.21,2.15,3.25
2012-11-19,0.16,0.19,2.54,1.34,2.16,3.25
2012-11-20,0.16,0.17,2.51,1.35,2.09,3.25
2012-11-21,0.16,0.17,2.43,1.27,2.01,3.25
2012-11-22,0.16,0.19,2.4,1.22,1.76,3.25
2012-11-23,0.16,0.19,2.36,1.22,1.98,3.25
2012-11-24,0.16,0.18,2.23,1.12,1.96,3.25
2012-11-25,0.16,0.19,2.33,1.1,2.04,3.25
2012-11-26,0.16,0.18,2.22,1.06,1.98,3.25
2012-11-27,0.16,0.18,2.27,1.06,2.02,3.25
2012-11-28,0.16,0.18,2.37,1.15,2.13,3.25
2012-11-29,0.16,0.18,2.52,1.27,2.25,3.25
2012-11-30,0.16,0.19,2.46,1.28,2.26,3.25
2012-12-01,0.16,0.17,2.52,1.37,2.35,3.25
2012-12-02,0.16,0.19,2.46,1.4,2.36,3.25
2012-12-03,0.16,0.19,2.36,1.33,2.25,3.25
2012-12-04,0.17,0.19,2.43,1.34,2.32,3.25
2012-12-05,0.16,0.19,2.6,1.43,2.41,3.25
2012-12-06,0.16,0.18,2.57,1.39,2.39,3.25
2012-12-07,0.16,0.19,2.63,1.42,2.38,3.25
2012-12-08,0.16,0.19,2.63,1.38,2.34,3.25
2012-12-09,0.16,0.19,2.69,1.39,2.31,3.25
2012-12-10,0.16,0.18,2.66,1.38,2.4,3.25
2012-12-11,0.17,0.18,2.53,1.32,2.3,3.25
2012-12-12,0.17,0.19,2.66,1.38,2.38,3.25
2012-12-13,0.16,0.18,2.68,1.42,2.36,3.25
2012-12-14,0.17,0.18,2.73,1.44,2.46,3.25
2012-12-15,0.17,0.17,2.73,1.39,2.45,3.25
2012-12-16,0.17,0.18,2.84,1.48,2.54,3.25
2012-12-17,0.16,0.19,2.75,1.42,2.52,3.25
2012-12-18,0.17,0.18,2.69,1.36,2.46,3.25
2012-12-19,0.17,0.17,2.7,1.34,2.42,3.25
2012-12-20,0.17,0.17,2.58,1.24,2.34,3.25
2012-12-21,0.17,0.18,2.51,1.13,2.27,3.25
2012-12-22,0.17,0.18,2.43,1.08,2.3,3.25
2012-12-23,0.17,0.18,2.48,1.16,2.3,3.25
2012-12-24,0.18,0.17,2.43,1.2,2.3,3.25
2012-12-25,0.18,0.17,2.43,1.3,2.34,3.25
2012-12-26,0.17,0.17,2.58,1.36,2.38,3.25
2012-12-27,0.17,0.17,2.5,1.29,2.33,3.25
2012-12-28,0.17,0.17,2.48,1.21,2.25,3.25
2012-12-29,0.17,0.15,2.46,1.2,2.24,3.25
2012-12-30,0.17,0.15,2.48,1.21,2.23,3.25
2012-12-31,0.09,0.15,2.46,1.18,2.22,3.25
2013-01-01,0.09,0.15,2.39,1.12,2.16,3.25
2013-01-02,0.17,0.14,2.33,1.11,2.17,3.25
2013-01-03,0.17,0.14,2.26,1.07,2.09,3.25
2013-01-04,0.16,0.15,2.29,1.15,2.13,3.25
2013-01-05,0.16,0.14,2.36,1.24,2.26,3.25
2013-01-06,0.16,0.14,2.38,1.32,2.3,3.25
2013-01-07,0.16,0.14,2.38,1.36,2.28,3.25
2013-01-08,0.15,0.14,2.29,1.32,2.22,3.25
2013-01-09,0.14,0.14,2.29,1.36,2.14,3.25
2013-01-10,0.14,0.14,2.37,1.41,2.13,3.25
2013-01-11,0.14,0.13,2.41,1.45,2.21,3.25
2013-01-12,0.14,0.1,2.46,1.52,2.2,3.25
2013-01-13,0.14,0.1,2.41,1.46,2.14,3.25
2013-01-14,0.14,0.08,2.49,1.45,2.17,3.25
2013-01-15,0.15,0.11,2.47,1.39,2.21,3.25
2013-01-16,0.14,0.11,2.45,1.42,2.2,3.25
2013-01-17,0.14,0.11,2.4,1.4,2.22,3.25
2013-01-18,0.14,0.1,2.37,1.36,2.16,3.25
2013-01-19,0.14,0.1,2.36,1.36,2.12,3.25
2013-01-20,0.14,0.11,2.33,1.35,2.13,3.25
2013-01-21,0.14,0.13,2.34,1.34,2.1,3.25
2013-01-22,0.14,0.14,2.31,1.37,2.13,3.25
2013-01-23,0.13,0.1,2.2,1.33,2.09,3.25
2013-01-24,0.15,0.1,2.22,1.33,2.07,3.25
2013-01-25,0.14,0.08,2.21,1.32,2.14,3.25
2013-01-26,0.14,0.08,2.25,1.37,2.11,3.25
2013-01-27,0.14,0.09,2.16,1.35,2.17,3.25
2013-01-28,0.14,0.06,2.22,1.39,2.17,3.25
2013-01-29,0.12,0.07,2.36,1.46,2.22,3.25
2013-01-30,0.12,0.07,2.28,1.47,2.29,3.25
2013-01-31,0.15,0.07,2.36,1.51,2.37,3.25
2013-02-01,0.14,0.07,2.41,1.56,2.42,3.25
2013-02-02,0.14,0.07,2.37,1.57,2.39,3.25
2013-02-03,0.14,0.08,2.36,1.63,2.43,3.25
2013-02-04,0.13,0.08,2.3,1.57,2.39,3.25
2013-02-05,0.13,0.07,2.38,1.55,2.43,3.25
2013-02-06,0.13,0.06,2.39,1.51,2.39,3.25
2013-02-07,0.13,0.07,2.46,1.56,2.44,3.25
2013-02-08,0.14,0.08,2.53,1.6,2.4,3.25
2013-02-09,0.14,0.08,2.41,1.61,2.39,3.25
2013-02-10,0.14,0.07,2.37,1.57,2.35,3.25
2013-02-11,0.14,0.06,2.44,1.64,2.42,3.25
2013-02-12,0.13,0.05,2.31,1.61,2.39,3.25
2013-02-13,0.14,0.06,2.33,1.63,2.45,3.25
2013-02-14,0.14,0.06,2.36,1.63,2.47,3.25
2013-02-15,0.16,0.05,2.39,1.7,2.54,3.25
2013-02-16,0.16,0.04,2.35,1.71,2.61,3.25
2013-02-17,0.16,0.06,2.3,1.7,2.64,3.25
2013-02-18,0.16,0.07,2.31,1.79,2.65,3.25
2013-02-19,0.15,0.07,2.31,1.78,2.6,3.25
2013-02-20,0.15,0.07,2.28,1.73,2.51,3.25
2013-02-21,0.16,0.06,2.28,1.73,2.51,3.25
2013-02-22,0.16,0.07,2.19,1.73,2.51,3.25
2013-02-23,0.16,0.06,2.19,1.74,2.52,3.25
2013-02-24,0.16,0.04,2.21,1.8,2.5,3.25
2013-02-25,0.15,0.02,2.18,1.78,2.5,3.25
2013-02-26,0.14,0.02,2.2,1.8,2.5,3.25
2013-02-27,0.14,0.05,2.2,1.82,2.52,3.25
2013-02-28,0.14,0.05,2.15,1.81,2.41,3.25
2013-03-01,0.14,0.05,2.11,1.81,2.43,3.25
2013-03-02,0.14,0.03,2.03,1.74,2.38,3.25
2013-03-03,0.14,0.06,2.01,1.75,2.41,3.25
2013-03-04,0.16,0.06,2.03,1.8,2.48,3.25
2013-03-05,0.15,0.05,2.09,1.82,2.46,3.25
2013-03-06,0.15,0.06,2.14,1.82,2.48,3.25
2013-03-07,0.16,0.06,2.24,1.81,2.47,3.25
2013-03-08,0.15,0.04,2.19,1.81,2.45,3.25
2013-03-09,0.15,0.03,2.12,1.75,2.43,3.25
2013-03-10,0.15,0.03,2.15,1.71,2.47,3.25
2013-03-11,0.16,0.02,2.19,1.73,2.45,3.25
2013-03-12,0.15,0.03,2.26,1.79,2.49,3.25
2013-03-13,0.14,0.04,2.3,1.84,2.54,3.25
2013-03-14,0.15,0.05,2.35,1.9,2.56,3.25
2013-03-15,0.16,0.04,2.35,1.93,2.61,3.25
2013-03-16,0.16,0.04,2.24,1.88,2.56,3.25
2013-03-17,0.16,0.05,2.3,1.92,2.56,3.25
2013-03-18,0.16,0.08,2.43,1.98,2.62,3.25
2013-03-19,0.15,0.08,2.49,2.01,2.65,3.25
2013-03-20,0.15,0.07,2.51,2.02,2.6,3.25
2013-03-21,0.16,0.05,2.57,2.05,2.59,3.25
2013-03-22,0.15,0.11,2.62,2.08,2.62,3.25
2013-03-23,0.15,0.1,2.62,2.1,2.62,3.25
2013-03-24,0.15,0.05,2.61,2.11,2.61,3.25
2013-03-25,0.15,0.06,2.69,2.13,2.61,3.25
2013-03-26,0.14,0.08,2.65,2.13,2.63,3.25
2013-03-27,0.12,0.07,2.56,2.12,2.56,3.25
2013-03-28,0.13,0.06,2.6,2.16,2.58,3.25
2013-03-29,0.09,0.05,2.62,2.19,2.63,3.25
2013-03-30,0.09,0.05,2.57,2.18,2.66,3.25
2013-03-31,0.09,0.04,2.58,2.12,2.64,3.25
2013-04-01,0.16,0.05,2.49,2.15,2.63,3.25
2013-04-02,0.15,0.06,2.55,2.13,2.61,3.25
2013-04-03,0.14,0.05,2.51,2.12,2.6,3.25
2013-04-04,0.14,0.06,2.44,2.1,2.62,3.25
2013-04-05,0.15,0.06,2.48,2.09,2.67,3.25
2013-04-06,0.15,0.05,2.45,2.09,2.65,3.25
2013-04-07,0.15,0.06,2.38,1.98,2.68,3.25
2013-04-08,0.15,0.06,2.37,1.95,2.67,3.25
2013-04-09,0.15,0.06,2.39,1.97,2.69,3.25
2013-04-10,0.15,0.07,2.38,1.97,2.71,3.25
2013-04-11,0.15,0.08,2.43,1.96,2.66,3.25
2013-04-12,0.15,0.08,2.41,1.94,2.72,3.25
2013-04-13,0.15,0.08,2.34,1.91,2.75,3.25
2013-04-14,0.15,0.1,2.38,1.99,2.79,3.25
2013-04-15,0.15,0.1,2.37,2.02,2.8,3.25
2013-04-16,0.15,0.1,2.4,2.05,2.81,3.25
2013-04-17,0.15,0.09,2.29,1.99,2.71,3.25
2013-04-18,0.15,0.1,2.23,1.89,2.65,3.25
2013-04-19,0.15,0.12,2.26,1.91,2.63,3.25
2013-04-20,0.15,0.12,2.32,1.94,2.66,3.25
2013-04-21,0.15,0.11,2.39,1.97,2.59,3.25
2013-04-22,0.15,0.11,2.39,1.96,2.56,3.25
2013-04-23,0.14,0.1,2.35,1.96,2.5,3.25
2013-04-24,0.13,0.1,2.32,1.95,2.53,3.25
2013-04-25,0.13,0.1,2.4,2.01,2.55,3.25
2013-04-26,0.13,0.1,2.46,2.02,2.6,3.25
2013-04-27,0.13,0.11,2.48,1.97,2.55,3.25
2013-04-28,0.13,0.11,2.47,1.92,2.58,3.25
2013-04-29,0.13,0.12,2.37,1.9,2.48,3.25
2013-04-30,0.14,0.12,2.4,1.9,2.48,3.25
2013-05-01,0.14,0.13,2.33,1.83,2.43,3.25
2013-05-02,0.15,0.13,2.3,1.83,2.43,3.25
2013-05-03,0.14,0.13,2.28,1.83,2.47,3.25
2013-05-04,0.14,0.14,2.27,1.83,2.49,3.25
2013-05-05,0.14,0.14,2.27,1.84,2.5,3.25
2013-05-06,0.14,0.14,2.28,1.84,2.5,3.25
2013-05-07,0.12,0.15,2.35,1.89,2.53,3.25
2013-05-08,0.12,0.16,2.36,1.87,2.59,3.25
2013-05-09,0.12,0.16,2.34,1.88,2.58,3.25
2013-05-10,0.12,0.15,2.39,1.91,2.57,3.25
2013-05-11,0.12,0.16,2.43,1.89,2.59,3.25
2013-05-12,0.12,0.15,2.42,1.93,2.59,3.25
2013-05-13,0.12,0.17,2.42,1.93,2.57,3.25
2013-05-14,0.11,0.16,2.37,1.92,2.56,3.25
2013-05-15,0.12,0.15,2.38,1.96,2.54,3.25
2013-05-16,0.11,0.16,2.44,1.92,2.54,3.25
2013-05-17,0.1,0.16,2.48,1.86,2.54,3.25
2013-05-18,0.1,0.15,2.43,1.82,2.56,3.25
2013-05-19,0.1,0.14,2.44,1.8,2.6,3.25
2013-05-20,0.1,0.14,2.62,1.89,2.59,3.25
2013-05-21,0.09,0.14,2.65,1.87,2.65,3.25
2013-05-22,0.08,0.14,2.59,1.86,2.62,3.25
2013-05-23,0.08,0.15,2.6,1.85,2.59,3.25
2013-05-24,0.09,0.16,2.6,1.83,2.61,3.25
2013-05-25,0.09,0.16,2.55,1.83,2.65,3.25
2013-05-26,0.09,0.16,2.59,1.85,2.71,3.25
2013-05-27,0.09,0.16,2.67,1.86,2.68,3.25
2013-05-28,0.09,0.18,2.75,1.92,2.7,3.25
2013-05-29,0.08,0.17,2.71,2.03,2.57,3.25
2013-05-30,0.08,0.17,2.62,2.04,2.64,3.25
2013-05-31,0.09,0.17,2.64,1.95,2.71,3.25
2013-06-01,0.09,0.16,2.65,1.97,2.71,3.25
2013-06-02,0.09,0.16,2.6,1.95,2.75,3.25
2013-06-03,0.1,0.16,2.58,1.93,2.75,3.25
2013-06-04,0.11,0.16,2.61,1.95,2.73,3.25
2013-06-05,0.09,0.16,2.57,1.96,2.78,3.25
2013-06-06,0.1,0.16,2.49,1.9,2.76,3.25
2013-06-07,0.09,0.16,2.54,1.91,2.77,3.25
2013-06-08,0.09,0.16,2.56,1.96,2.74,3.25
2013-06-09,0.09,0.15,2.52,1.95,2.75,3.25
2013-06-10,0.09,0.16,2.57,1.95,2.73,3.25
2013-06-11,0.09,0.16,2.61,1.99,2.75,3.25
2013-06-12,0.08,0.16,2.6,2,2.74,3.25
2013-06-13,0.09,0.16,2.46,2,2.68,3.25
2013-06-14,0.1,0.16,2.53,2,2.8,3.25
2013-06-15,0.1,0.17,2.49,2.06,2.84,3.25
2013-06-16,0.1,0.16,2.43,2.01,2.79,3.25
2013-06-17,0.11,0.17,2.47,2,2.8,3.25
2013-06-18,0.12,0.16,2.38,1.94,2.7,3.25
2013-06-19,0.1,0.15,2.31,1.89,2.67,3.25
2013-06-20,0.1,0.11,2.13,1.79,2.53,3.25
2013-06-21,0.1,0.13,2.17,1.75,2.55,3.25
2013-06-22,0.1,0.16,2.27,1.85,2.63,3.25
2013-06-23,0.1,0.16,2.26,1.86,2.64,3.25
2013-06-24,0.1,0.16,2.29,1.92,2.64,3.25
2013-06-25,0.09,0.16,2.27,1.89,2.65,3.25
2013-06-26,0.09,0.16,2.16,1.83,2.53,3.25
2013-06-27,0.09,0.16,2.2,1.81,2.51,3.25
2013-06-28,0.07,0.17,2.11,1.77,2.49,3.25
2013-06-29,0.07,0.17,2.13,1.7,2.38,3.25
2013-06-30,0.07,0.17,2.04,1.58,2.2,3.25
2013-07-01,0.1,0.17,2.02,1.61,2.13,3.25
2013-07-02,0.1,0.17,2.04,1.62,2.14,3.25
2013-07-03,0.1,0.17,2.01,1.57,2.13,3.25
2013-07-04,0.1,0.17,2.06,1.62,2.2,3.25
2013-07-05,0.1,0.17,2.18,1.72,2.3,3.25
2013-07-06,0.1,0.16,2.1,1.69,2.29,3.25
2013-07-07,0.1,0.16,2.09,1.68,2.26,3.25
2013-07-08,0.1,0.16,2.14,1.71,2.27,3.25
2013-07-09,0.1,0.14,2.17,1.77,2.33,3.25
2013-07-10,0.09,0.14,1.98,1.66,2.22,3.25
2013-07-11,0.09,0.12,1.95,1.64,2.2,3.25
2013-07-12,0.09,0.12,1.98,1.62,2.16,3.25
2013-07-13,0.09,0.1,1.99,1.63,2.21,3.25
2013-07-14,0.09,0.1,2.12,1.68,2.28,3.25
2013-07-15,0.09,0.08,2.03,1.65,2.25,3.25
2013-07-16,0.09,0.07,2.07,1.69,2.25,3.25
2013-07-17,0.09,0.09,2.1,1.68,2.32,3.25
2013-07-18,0.09,0.1,2.06,1.67,2.31,3.25
2013-07-19,0.09,0.09,2.01,1.68,2.3,3.25
2013-07-20,0.09,0.11,2.04,1.69,2.29,3.25
2013-07-21,0.09,0.12,2.05,1.71,2.33,3.25
2013-07-22,0.09,0.13,1.98,1.68,2.28,3.25
2013-07-23,0.09,0.13,1.93,1.64,2.24,3.25
2013-07-24,0.09,0.13,1.93,1.6,2.22,3.25
2013-07-25,0.09,0.13,1.9,1.61,2.21,3.25
2013-07-26,0.09,0.17,1.83,1.57,2.19,3.25
2013-07-27,0.09,0.15,1.78,1.54,2.12,3.25
2013-07-28,0.09,0.18,1.79,1.54,2.1,3.25
2013-07-29,0.08,0.17,1.8,1.48,2.02,3.25
2013-07-30,0.09,0.17,1.82,1.48,1.98,3.25
2013-07-31,0.09,0.17,1.76,1.41,1.97,3.25
2013-08-01,0.08,0.16,1.79,1.4,2,3.25
2013-08-02,0.09,0.15,1.8,1.43,2.15,3.25
2013-08-03,0.09,0.16,1.85,1.47,2.15,3.25
2013-08-04,0.09,0.16,1.85,1.48,2.16,3.25
2013-08-05,0.08,0.15,1.9,1.51,2.23,3.25
2013-08-06,0.09,0.15,1.82,1.48,2.2,3.25
2013-08-07,0.09,0.15,1.76,1.43,2.15,3.25
2013-08-08,0.09,0.15,1.7,1.36,2.06,3.25
2013-08-09,0.08,0.17,1.73,1.34,2.06,3.25
2013-08-10,0.08,0.16,1.71,1.32,2.08,3.25
2013-08-11,0.08,0.16,1.66,1.34,2.08,3.25
2013-08-12,0.08,0.16,1.69,1.37,2.13,3.25
2013-08-13,0.08,0.16,1.75,1.39,2.17,3.25
2013-08-14,0.09,0.16,1.76,1.4,2.18,3.25
2013-08-15,0.08,0.15,1.82,1.44,2.2,3.25
2013-08-16,0.09,0.15,1.75,1.46,2.16,3.25
2013-08-17,0.09,0.15,1.7,1.45,2.19,3.25
2013-08-18,0.09,0.15,1.6,1.43,2.17,3.25
2013-08-19,0.09,0.16,1.64,1.5,2.22,3.25
2013-08-20,0.09,0.16,1.55,1.51,2.23,3.25
2013-08-21,0.08,0.16,1.62,1.5,2.22,3.25
2013-08-22,0.09,0.15,1.57,1.5,2.24,3.25
2013-08-23,0.08,0.15,1.51,1.46,2.18,3.25
2013-08-24,0.08,0.15,1.54,1.48,2.16,3.25
2013-08-25,0.08,0.15,1.46,1.48,2.2,3.25
2013-08-26,0.08,0.15,1.44,1.43,2.11,3.25
2013-08-27,0.07,0.16,1.48,1.35,2.03,3.25
2013-08-28,0.07,0.15,1.47,1.34,2.02,3.25
2013-08-29,0.08,0.16,1.4,1.29,1.97,3.25
2013-08-30,0.07,0.17,1.44,1.28,1.98,3.25
2013-08-31,0.07,0.16,1.46,1.28,1.96,3.25
2013-09-01,0.07,0.16,1.41,1.22,1.9,3.25
2013-09-02,0.07,0.15,1.47,1.24,1.9,3.25
2013-09-03,0.09,0.16,1.43,1.21,1.89,3.25
2013-09-04,0.08,0.16,1.36,1.19,1.79,3.25
2013-09-05,0.08,0.16,1.4,1.21,1.85,3.25
2013-09-06,0.08,0.16,1.38,1.24,1.86,3.25
2013-09-07,0.08,0.15,1.49,1.27,1.95,3.25
2013-09-08,0.08,0.14,1.39,1.23,1.87,3.25
2013-09-09,0.08,0.14,1.33,1.19,1.85,3.25
2013-09-10,0.08,0.13,1.41,1.21,1.91,3.25
2013-09-11,0.08,0.14,1.43,1.2,1.96,3.25
2013-09-12,0.08,0.14,1.49,1.25,1.99,3.25
2013-09-13,0.08,0.14,1.41,1.24,2.02,3.25
2013-09-14,0.08,0.14,1.46,1.23,2.05,3.25
2013-09-15,0.08,0.14,1.57,1.29,2.15,3.25
2013-09-16,0.08,0.14,1.59,1.34,2.24,3.25
2013-09-17,0.08,0.15,1.51,1.34,2.26,3.25
2013-09-18,0.08,0.15,1.43,1.28,2.22,3.25
2013-09-19,0.09,0.15,1.46,1.29,2.25,3.25
2013-09-20,0.08,0.16,1.48,1.29,2.25,3.25
2013-09-21,0.08,0.16,1.46,1.25,2.25,3.25
2013-09-22,0.08,0.17,1.43,1.24,2.32,3.25
2013-09-23,0.09,0.17,1.34,1.29,2.37,3.25
2013-09-24,0.09,0.16,1.33,1.32,2.32,3.25
2013-09-25,0.08,0.16,1.34,1.29,2.29,3.25
2013-09-26,0.08,0.15,1.37,1.31,2.31,3.25
2013-09-27,0.08,0.16,1.31,1.29,2.21,3.25
2013-09-28,0.08,0.16,1.25,1.31,2.27,3.25
2013-09-29,0.08,0.16,1.28,1.3,2.26,3.25
2013-09-30,0.06,0.16,1.27,1.3,2.26,3.25
2013-10-01,0.08,0.16,1.26,1.33,2.25,3.25
2013-10-02,0.07,0.13,1.23,1.33,2.23,3.25
2013-10-03,0.08,0.12,1.21,1.4,2.3,3.25
2013-10-04,0.08,0.13,1.16,1.45,2.33,3.25
2013-10-05,0.08,0.13,1.14,1.41,2.35,3.25
2013-10-06,0.08,0.12,1.11,1.48,2.44,3.25
2013-10-07,0.08,0.13,1.14,1.48,2.42,3.25
2013-10-08,0.08,0.13,1.13,1.57,2.47,3.25
2013-10-09,0.09,0.14,1.18,1.67,2.55,3.25
2013-10-10,0.09,0.14,1.2,1.58,2.6,3.25
