Date,Effective Federal Funds Rate,Treasury Bill Secondary Market Rate,Treasury Constant Maturity Rate,Breakeven Inflation Rate,Forward Inflation Expectation Rate,Bank Prime Loan Rate
2015-01-03,0.12,0.1,0.63,1.85,2.61,3.25
2015-01-04,0.12,0.09,0.61,1.83,2.57,3.25
2015-01-05,0.12,0.09,0.67,1.87,2.65,3.25
2015-01-06,0.12,0.1,0.65,1.89,2.65,3.25
2015-01-07,0.12,0.11,0.71,1.95,2.67,3.25
2015-01-08,0.12,0.11,0.73,1.92,2.66,3.25
2015-01-09,0.12,0.11,0.74,1.92,2.62,3.25
2015-01-10,0.12,0.1,0.71,1.9,2.6,3.25
2015-01-11,0.12,0.11,0.71,1.9,2.56,3.25
2015-01-12,0.12,0.11,0.75,1.91,2.61,3.25
2015-01-13,0.12,0.09,0.8,1.89,2.61,3.25
2015-01-14,0.12,0.09,0.83,1.9,2.6,3.25
2015-01-15,0.12,0.09,0.81,1.86,2.62,3.25
2015-01-16,0.13,0.11,0.8,1.84,2.66,3.25
2015-01-17,0.13,0.11,0.8,1.86,2.64,3.25
2015-01-18,0.13,0.11,0.71,1.88,2.64,3.25
2015-01-19,0.13,0.11,0.71,1.96,2.64,3.25
2015-01-20,0.12,0.1,0.72,1.94,2.62,3.25
2015-01-21,0.12,0.11,0.7,1.97,2.61,3.25
2015-01-22,0.12,0.1,0.69,1.98,2.66,3.25
2015-01-23,0.12,0.12,0.69,1.95,2.65,3.25
2015-01-24,0.12,0.1,0.66,1.92,2.6,3.25
2015-01-25,0.12,0.09,0.59,1.95,2.55,3.25
2015-01-26,0.12,0.1,0.62,1.97,2.57,3.25
2015-01-27,0.11,0.11,0.62,1.98,2.6,3.25
2015-01-28,0.12,0.11,0.68,2.01,2.61,3.25
2015-01-29,0.11,0.11,0.64,2.03,2.67,3.25
2015-01-30,0.06,0.1,0.66,2.08,2.64,3.25
2015-01-31,0.06,0.1,0.67,2.11,2.65,3.25
2015-02-01,0.06,0.1,0.7,2.12,2.64,3.25
2015-02-02,0.12,0.1,0.65,2.23,2.71,3.25
2015-02-03,0.12,0.11,0.72,2.39,2.89,3.25
2015-02-04,0.11,0.11,0.73,2.31,2.87,3.25
2015-02-05,0.12,0.1,0.71,2.23,2.87,3.25
2015-02-06,0.11,0.11,0.7,2.19,2.89,3.25
2015-02-07,0.11,0.11,0.7,2.21,2.79,3.25
2015-02-08,0.11,0.11,0.68,2.18,2.78,3.25
2015-02-09,0.12,0.11,0.68,2.15,2.79,3.25
2015-02-10,0.12,0.11,0.66,2.15,2.73,3.25
2015-02-11,0.12,0.11,0.63,2.09,2.73,3.25
2015-02-12,0.12,0.09,0.64,2.11,2.77,3.25
2015-02-13,0.12,0.1,0.62,2.11,2.73,3.25
2015-02-14,0.12,0.09,0.62,2.11,2.73,3.25
2015-02-15,0.12,0.09,0.61,2.12,2.82,3.25
2015-02-16,0.12,0.09,0.61,2.18,2.76,3.25
2015-02-17,0.12,0.1,0.63,2.25,2.87,3.25
2015-02-18,0.12,0.11,0.67,2.28,2.86,3.25
2015-02-19,0.12,0.1,0.67,2.27,2.83,3.25
2015-02-20,0.12,0.1,0.66,2.23,2.81,3.25
2015-02-21,0.12,0.1,0.67,2.19,2.75,3.25
2015-02-22,0.12,0.11,0.67,2.15,2.79,3.25
2015-02-23,0.11,0.11,0.67,2.19,2.77,3.25
2015-02-24,0.11,0.09,0.7,2.18,2.74,3.25
2015-02-25,0.11,0.11,0.78,2.22,2.74,3.25
2015-02-26,0.11,0.1,0.79,2.22,2.82,3.25
2015-02-27,0.06,0.1,0.77,2.19,2.81,3.25
2015-02-28,0.06,0.1,0.79,2.18,2.88,3.25
2015-03-01,0.06,0.11,0.77,2.15,2.85,3.25
2015-03-02,0.12,0.11,0.76,2.13,2.85,3.25
2015-03-03,0.12,0.11,0.82,2.13,2.85,3.25
2015-03-04,0.11,0.12,0.76,2.08,2.86,3.25
2015-03-05,0.11,0.14,0.74,2.09,2.85,3.25
2015-03-06,0.12,0.11,0.72,2.12,2.88,3.25
2015-03-07,0.12,0.09,0.73,2.13,2.91,3.25
2015-03-08,0.12,0.09,0.73,2.12,2.84,3.25
2015-03-09,0.12,0.11,0.7,2.07,2.87,3.25
2015-03-10,0.12,0.1,0.75,2.12,2.88,3.25
2015-03-11,0.11,0.1,0.67,2.08,2.88,3.25
2015-03-12,0.11,0.1,0.65,2.07,2.87,3.25
2015-03-13,0.11,0.09,0.65,2.05,2.83,3.25
2015-03-14,0.11,0.11,0.63,2.04,2.82,3.25
2015-03-15,0.11,0.1,0.63,2.02,2.78,3.25
2015-03-16,0.12,0.08,0.62,2,2.76,3.25
2015-03-17,0.12,0.06,0.62,2.01,2.77,3.25
2015-03-18,0.11,0.09,0.64,2.03,2.75,3.25
2015-03-19,0.12,0.08,0.67,2.05,2.75,3.25
2015-03-20,0.12,0.1,0.69,2.05,2.75,3.25
2015-03-21,0.12,0.1,0.7,2.06,2.78,3.25
2015-03-22,0.12,0.1,0.68,2.04,2.74,3.25
2015-03-23,0.12,0.1,0.66,2.02,2.74,3.25
2015-03-24,0.11,0.1,0.64,1.99,2.77,3.25
2015-03-25,0.12,0.09,0.63,2,2.8,3.25
2015-03-26,0.11,0.08,0.61,2.01,2.81,3.25
2015-03-27,0.12,0.1,0.63,2.04,2.84,3.25
2015-03-28,0.12,0.1,0.63,2.04,2.86,3.25
2015-03-29,0.12,0.1,0.61,2.06,2.84,3.25
2015-03-30,0.12,0.1,0.6,2.06,2.86,3.25
2015-03-31,0.06,0.09,0.63,2.1,2.9,3.25
2015-04-01,0.12,0.09,0.62,2.05,2.95,3.25
2015-04-02,0.12,0.08,0.64,2.07,2.93,3.25
2015-04-03,0.12,0.07,0.66,2.12,2.9,3.25
2015-04-04,0.12,0.06,0.7,2.12,2.82,3.25
2015-04-05,0.12,0.04,0.7,2.11,2.81,3.25
2015-04-06,0.13,0.05,0.74,2.11,2.85,3.25
2015-04-07,0.12,0.06,0.78,2.14,2.88,3.25
2015-04-08,0.12,0.05,0.77,2.13,2.83,3.25
2015-04-09,0.12,0.06,0.77,2.16,2.84,3.25
2015-04-10,0.12,0.06,0.75,2.1,2.86,3.25
2015-04-11,0.12,0.06,0.77,2.13,2.83,3.25
2015-04-12,0.12,0.09,0.76,2.11,2.85,3.25
2015-04-13,0.13,0.08,0.72,2.11,2.83,3.25
2015-04-14,0.13,0.01,0.72,2.06,2.86,3.25
2015-04-15,0.13,0.05,0.72,2.09,2.81,3.25
2015-04-16,0.13,0.08,0.76,2.12,2.84,3.25
2015-04-17,0.13,0.08,0.81,2.11,2.81,3.25
2015-04-18,0.13,0.07,0.82,2.13,2.83,3.25
2015-04-19,0.13,0.07,0.82,2.16,2.88,3.25
2015-04-20,0.13,0.07,0.79,2.15,2.83,3.25
2015-04-21,0.13,0.06,0.77,2.18,2.86,3.25
2015-04-22,0.13,0.06,0.8,2.2,2.86,3.25
2015-04-23,0.13,0.07,0.78,2.18,2.86,3.25
2015-04-24,0.13,0.08,0.78,2.12,2.98,3.25
2015-04-25,0.13,0.09,0.75,2.2,2.84,3.25
2015-04-26,0.13,0.08,0.75,2.18,2.8,3.25
2015-04-27,0.13,0.07,0.79,2.19,2.87,3.25
2015-04-28,0.13,0.08,0.77,2.2,2.86,3.25
2015-04-29,0.13,0.08,0.76,2.15,2.93,3.25
2015-04-30,0.08,0.08,0.76,2.21,2.83,3.25
2015-05-01,0.13,0.08,0.78,2.22,2.78,3.25
2015-05-02,0.13,0.08,0.87,2.21,2.87,3.25
2015-05-03,0.13,0.07,0.89,2.24,2.86,3.25
2015-05-04,0.13,0.07,0.9,2.27,2.85,3.25
2015-05-05,0.13,0.07,0.88,2.26,2.88,3.25
2015-05-06,0.13,0.07,0.88,2.33,2.85,3.25
2015-05-07,0.13,0.06,0.88,2.34,2.84,3.25
2015-05-08,0.13,0.07,0.85,2.32,2.86,3.25
2015-05-09,0.13,0.07,0.88,2.32,2.86,3.25
2015-05-10,0.13,0.07,0.84,2.32,2.84,3.25
2015-05-11,0.13,0.07,0.83,2.29,2.85,3.25
2015-05-12,0.13,0.07,0.84,2.21,2.91,3.25
2015-05-13,0.13,0.09,0.85,2.26,2.88,3.25
2015-05-14,0.13,0.09,0.88,2.2,2.98,3.25
2015-05-15,0.13,0.1,0.92,2.26,2.92,3.25
2015-05-16,0.13,0.11,0.86,2.22,2.9,3.25
2015-05-17,0.13,0.1,0.87,2.19,2.89,3.25
2015-05-18,0.13,0.12,0.89,2.2,2.9,3.25
2015-05-19,0.12,0.12,0.88,2.19,2.89,3.25
2015-05-20,0.12,0.13,0.86,2.19,2.87,3.25
2015-05-21,0.12,0.13,0.84,2.2,2.88,3.25
2015-05-22,0.13,0.12,0.78,2.19,2.81,3.25
2015-05-23,0.13,0.14,0.78,2.18,2.82,3.25
2015-05-24,0.13,0.11,0.78,2.18,2.86,3.25
2015-05-25,0.13,0.11,0.77,2.18,2.88,3.25
2015-05-26,0.12,0.11,0.75,2.2,2.86,3.25
2015-05-27,0.12,0.11,0.76,2.22,2.84,3.25
2015-05-28,0.12,0.08,0.77,2.26,2.84,3.25
2015-05-29,0.08,0.1,0.81,2.27,2.85,3.25
2015-05-30,0.08,0.1,0.85,2.22,2.9,3.25
2015-05-31,0.08,0.1,0.9,2.18,2.94,3.25
2015-06-01,0.12,0.1,0.9,2.28,2.86,3.25
2015-06-02,0.12,0.1,0.88,2.27,2.83,3.25
2015-06-03,0.13,0.09,0.89,2.29,2.83,3.25
2015-06-04,0.13,0.1,0.88,2.31,2.83,3.25
2015-06-05,0.13,0.09,0.84,2.3,2.82,3.25
2015-06-06,0.13,0.07,0.81,2.26,2.86,3.25
2015-06-07,0.13,0.07,0.79,2.25,2.81,3.25
2015-06-08,0.13,0.07,0.81,2.25,2.81,3.25
2015-06-09,0.13,0.07,0.81,2.22,2.82,3.25
2015-06-10,0.13,0.07,0.8,2.23,2.83,3.25
2015-06-11,0.13,0.08,0.8,2.24,2.82,3.25
2015-06-12,0.13,0.07,0.79,2.21,2.85,3.25
2015-06-13,0.13,0.09,0.76,2.22,2.8,3.25
2015-06-14,0.13,0.07,0.77,2.24,2.78,3.25
2015-06-15,0.13,0.08,0.76,2.23,2.79,3.25
2015-06-16,0.14,0.07,0.78,2.22,2.8,3.25
2015-06-17,0.14,0.06,0.73,2.18,2.78,3.25
2015-06-18,0.14,0.07,0.69,2.13,2.83,3.25
2015-06-19,0.13,0.07,0.68,2.1,2.82,3.25
2015-06-20,0.13,0.07,0.71,2.14,2.76,3.25
2015-06-21,0.13,0.06,0.7,2.06,2.84,3.25
2015-06-22,0.13,0.07,0.74,2.1,2.78,3.25
2015-06-23,0.13,0.07,0.74,2.12,2.82,3.25
2015-06-24,0.13,0.06,0.7,2.11,2.75,3.25
2015-06-25,0.13,0.06,0.69,2.02,2.8,3.25
2015-06-26,0.13,0.06,0.71,2.02,2.78,3.25
2015-06-27,0.13,0.06,0.71,1.98,2.76,3.25
2015-06-28,0.13,0.05,0.71,2,2.54,3.25
2015-06-29,0.14,0.05,0.72,2.04,2.6,3.25
2015-06-30,0.08,0.05,0.7,2.04,2.66,3.25
2015-07-01,0.13,0.05,0.71,2.04,2.72,3.25
2015-07-02,0.13,0.06,0.7,2.07,2.69,3.25
2015-07-03,0.13,0.05,0.71,2.12,2.68,3.25
2015-07-04,0.13,0.05,0.68,2.11,2.65,3.25
2015-07-05,0.13,0.05,0.68,2.1,2.64,3.25
2015-07-06,0.13,0.05,0.68,2.06,2.62,3.25
2015-07-07,0.13,0.06,0.65,1.98,2.62,3.25
2015-07-08,0.13,0.05,0.65,1.99,2.57,3.25
2015-07-09,0.13,0.05,0.73,2.03,2.59,3.25
2015-07-10,0.13,0.04,0.74,2.05,2.57,3.25
2015-07-11,0.13,0.04,0.75,2.05,2.59,3.25
2015-07-12,0.13,0.04,0.75,2.03,2.55,3.25
2015-07-13,0.13,0.04,0.75,2.02,2.6,3.25
2015-07-14,0.13,0.04,0.82,2.05,2.65,3.25
2015-07-15,0.13,0.05,0.83,2.02,2.64,3.25
2015-07-16,0.14,0.05,0.85,2.03,2.63,3.25
2015-07-17,0.13,0.04,0.84,2.01,2.59,3.25
2015-07-18,0.13,0.03,0.79,1.97,2.57,3.25
2015-07-19,0.13,0.04,0.84,1.98,2.54,3.25
2015-07-20,0.14,0.05,0.85,2,2.56,3.25
2015-07-21,0.13,0.04,0.84,1.99,2.57,3.25
2015-07-22,0.13,0.04,0.91,1.97,2.57,3.25
2015-07-23,0.13,0.05,0.91,1.93,2.59,3.25
2015-07-24,0.13,0.04,0.9,1.93,2.61,3.25
2015-07-25,0.13,0.05,1.02,1.96,2.62,3.25
2015-07-26,0.13,0.05,1.02,1.91,2.55,3.25
2015-07-27,0.14,0.04,1.01,1.83,2.53,3.25
2015-07-28,0.14,0.04,1.05,1.87,2.55,3.25
2015-07-29,0.14,0.05,1.03,1.89,2.51,3.25
2015-07-30,0.14,0.04,1.05,1.92,2.46,3.25
2015-07-31,0.08,0.05,1.02,1.88,2.44,3.25
2015-08-01,0.08,0.05,1.01,1.87,2.39,3.25
2015-08-02,0.08,0.04,1.1,1.89,2.39,3.25
2015-08-03,0.14,0.05,1.13,1.85,2.37,3.25
2015-08-04,0.14,0.05,1.12,1.83,2.31,3.25
2015-08-05,0.14,0.05,1.15,1.81,2.27,3.25
2015-08-06,0.14,0.05,1.11,1.8,2.28,3.25
2015-08-07,0.14,0.05,1.04,1.82,2.28,3.25
2015-08-08,0.14,0.05,1.06,1.8,2.28,3.25
2015-08-09,0.14,0.05,1.07,1.84,2.28,3.25
2015-08-10,0.14,0.05,1.24,1.83,2.25,3.25
2015-08-11,0.15,0.05,1.31,1.74,2.16,3.25
2015-08-12,0.15,0.05,1.42,1.66,2.2,3.25
2015-08-13,0.15,0.06,1.48,1.62,2.24,3.25
2015-08-14,0.14,0.06,1.49,1.65,2.27,3.25
2015-08-15,0.14,0.06,1.45,1.67,2.23,3.25
2015-08-16,0.14,0.06,1.38,1.73,2.25,3.25
2015-08-17,0.15,0.04,1.41,1.76,2.22,3.25
2015-08-18,0.15,0.04,1.39,1.8,2.24,3.25
2015-08-19,0.15,0.03,1.38,1.82,2.26,3.25
2015-08-20,0.15,0.05,1.42,1.83,2.25,3.25
2015-08-21,0.15,0.04,1.6,1.87,2.27,3.25
2015-08-22,0.15,0.05,1.51,1.87,2.27,3.25
2015-08-23,0.15,0.04,1.5,1.86,2.26,3.25
2015-08-24,0.15,0.04,1.54,1.87,2.25,3.25
2015-08-25,0.15,0.04,1.4,1.82,2.26,3.25
2015-08-26,0.14,0.04,1.43,1.84,2.28,3.25
2015-08-27,0.14,0.04,1.4,1.86,2.34,3.25
2015-08-28,0.14,0.03,1.38,1.89,2.39,3.25
2015-08-29,0.14,0.03,1.33,1.9,2.38,3.25
2015-08-30,0.14,0.03,1.35,1.89,2.47,3.25
2015-08-31,0.08,0.03,1.31,1.91,2.51,3.25
2015-09-01,0.14,0.04,1.32,1.91,2.53,3.25
2015-09-02,0.14,0.02,1.33,1.9,2.5,3.25
2015-09-03,0.14,0.03,1.4,1.87,2.47,3.25
2015-09-04,0.14,0.02,1.38,1.83,2.51,3.25
2015-09-05,0.14,0.03,1.36,1.83,2.47,3.25
2015-09-06,0.14,0.03,1.37,1.81,2.51,3.25
2015-09-07,0.14,0.04,1.39,1.82,2.52,3.25
2015-09-08,0.14,0.04,1.38,1.87,2.57,3.25
2015-09-09,0.14,0.04,1.49,1.94,2.58,3.25
2015-09-10,0.14,0.04,1.36,1.91,2.51,3.25
2015-09-11,0.14,0.05,1.39,1.92,2.58,3.25
2015-09-12,0.14,0.04,1.39,1.94,2.62,3.25
2015-09-13,0.14,0.05,1.38,1.93,2.59,3.25
2015-09-14,0.14,0.05,1.36,1.9,2.58,3.25
2015-09-15,0.14,0.05,1.36,1.91,2.57,3.25
2015-09-16,0.14,0.06,1.39,1.91,2.57,3.25
2015-09-17,0.14,0.06,1.49,1.92,2.54,3.25
2015-09-18,0.14,0.05,1.48,1.86,2.56,3.25
2015-09-19,0.14,0.05,1.54,1.83,2.51,3.25
2015-09-20,0.14,0.05,1.6,1.79,2.53,3.25
2015-09-21,0.14,0.06,1.63,1.76,2.5,3.25
2015-09-22,0.14,0.04,1.57,1.78,2.52,3.25
2015-09-23,0.14,0.04,1.64,1.77,2.51,3.25
2015-09-24,0.14,0.03,1.71,1.77,2.45,3.25
2015-09-25,0.13,0.03,1.66,1.82,2.44,3.25
2015-09-26,0.13,0.04,1.61,1.82,2.48,3.25
2015-09-27,0.13,0.05,1.56,1.86,2.44,3.25
2015-09-28,0.13,0.03,1.62,1.85,2.45,3.25
2015-09-29,0.13,0.02,1.6,1.8,2.4,3.25
2015-09-30,0.07,0.03,1.62,1.78,2.42,3.25
2015-10-01,0.13,0.02,1.68,1.76,2.44,3.25
2015-10-02,0.13,0.02,1.74,1.74,2.4,3.25
2015-10-03,0.13,0.02,1.85,1.71,2.41,3.25
2015-10-04,0.13,0.02,1.77,1.71,2.43,3.25
2015-10-05,0.13,0.02,1.71,1.69,2.43,3.25
2015-10-06,0.13,0.02,1.78,1.74,2.46,3.25
2015-10-07,0.13,0.02,1.72,1.76,2.5,3.25
2015-10-08,0.13,0.01,1.72,1.75,2.47,3.25
2015-10-09,0.13,0.01,1.71,1.75,2.45,3.25
2015-10-10,0.13,0.02,1.65,1.76,2.48,3.25
2015-10-11,0.13,0.01,1.62,1.79,2.53,3.25
2015-10-12,0.13,0.01,1.43,1.84,2.56,3.25
2015-10-13,0.13,0.01,1.49,1.83,2.59,3.25
2015-10-14,0.13,0.01,1.5,1.85,2.61,3.25
2015-10-15,0.13,0.02,1.48,1.84,2.68,3.25
2015-10-16,0.13,0.02,1.44,1.77,2.61,3.25
2015-10-17,0.13,0.02,1.41,1.79,2.57,3.25
2015-10-18,0.13,0,1.43,1.77,2.61,3.25
2015-10-19,0.13,0.02,1.4,1.76,2.6,3.25
2015-10-20,0.13,0.02,1.39,1.74,2.64,3.25
2015-10-21,0.13,0.02,1.42,1.77,2.63,3.25
2015-10-22,0.12,0.02,1.38,1.8,2.6,3.25
2015-10-23,0.12,0.03,1.36,1.77,2.61,3.25
2015-10-24,0.12,0.03,1.41,1.79,2.61,3.25
2015-10-25,0.12,0.03,1.41,1.79,2.61,3.25
2015-10-26,0.12,0.05,1.43,1.76,2.6,3.25
2015-10-27,0.12,0.05,1.43,1.78,2.64,3.25
2015-10-28,0.12,0.05,1.44,1.81,2.61,3.25
2015-10-29,0.12,0.08,1.42,1.79,2.61,3.25
2015-10-30,0.07,0.14,1.45,1.79,2.63,3.25
2015-10-31,0.07,0.1,1.41,1.79,2.59,3.25
2015-11-01,0.07,0.05,1.35,1.77,2.55,3.25
2015-11-02,0.12,0.04,1.35,1.78,2.58,3.25
2015-11-03,0.12,0.04,1.38,1.79,2.59,3.25
2015-11-04,0.12,0.04,1.3,1.76,2.58,3.25
2015-11-05,0.12,0.04,1.3,1.76,2.54,3.25
2015-11-06,0.12,0.03,1.32,1.77,2.57,3.25
2015-11-07,0.12,0.04,1.3,1.77,2.61,3.25
2015-11-08,0.12,0.04,1.31,1.79,2.59,3.25
2015-11-09,0.12,0.04,1.29,1.76,2.6,3.25
2015-11-10,0.12,0.04,1.3,1.77,2.59,3.25
2015-11-11,0.12,0.04,1.31,1.74,2.6,3.25
2015-11-12,0.12,0.04,1.37,1.7,2.6,3.25
2015-11-13,0.12,0.05,1.36,1.71,2.55,3.25
2015-11-14,0.12,0.05,1.39,1.72,2.56,3.25
2015-11-15,0.12,0.05,1.34,1.77,2.61,3.25
2015-11-16,0.13,0.05,1.31,1.76,2.58,3.25
2015-11-17,0.13,0.06,1.42,1.77,2.59,3.25
2015-11-18,0.12,0.08,1.47,1.79,2.57,3.25
2015-11-19,0.12,0.08,1.41,1.79,2.55,3.25
2015-11-20,0.12,0.08,1.34,1.8,2.56,3.25
2015-11-21,0.12,0.08,1.36,1.8,2.56,3.25
2015-11-22,0.12,0.09,1.33,1.8,2.58,3.25
2015-11-23,0.12,0.08,1.37,1.77,2.59,3.25
2015-11-24,0.12,0.08,1.39,1.75,2.57,3.25
2015-11-25,0.12,0.07,1.38,1.76,2.62,3.25
2015-11-26,0.12,0.07,1.37,1.76,2.62,3.25
2015-11-27,0.12,0.08,1.37,1.75,2.61,3.25
2015-11-28,0.12,0.07,1.34,1.71,2.63,3.25
2015-11-29,0.12,0.07,1.36,1.71,2.61,3.25
2015-11-30,0.08,0.06,1.37,1.69,2.61,3.25
2015-12-01,0.13,0.05,1.43,1.7,2.6,3.25
2015-12-02,0.13,0.06,1.4,1.69,2.61,3.25
2015-12-03,0.13,0.06,1.45,1.64,2.58,3.25
2015-12-04,0.13,0.06,1.49,1.66,2.58,3.25
2015-12-05,0.13,0.06,1.51,1.65,2.57,3.25
2015-12-06,0.13,0.07,1.5,1.63,2.61,3.25
2015-12-07,0.13,0.07,1.46,1.64,2.6,3.25
2015-12-08,0.13,0.07,1.5,1.65,2.65,3.25
2015-12-09,0.14,0.07,1.55,1.65,2.63,3.25
2015-12-10,0.14,0.07,1.55,1.66,2.66,3.25
2015-12-11,0.14,0.07,1.55,1.68,2.68,3.25
2015-12-12,0.14,0.07,1.52,1.69,2.67,3.25
2015-12-13,0.14,0.07,1.55,1.67,2.67,3.25
2015-12-14,0.15,0.06,1.63,1.75,2.55,3.25
2015-12-15,0.15,0.07,1.66,1.64,2.68,3.25
2015-12-16,0.15,0.07,1.68,1.67,2.69,3.25
2015-12-17,0.37,0.07,1.73,1.68,2.7,3.25
2015-12-18,0.37,0.07,1.74,1.7,2.7,3.25
2015-12-19,0.37,0.07,1.74,1.68,2.76,3.25
2015-12-20,0.37,0.07,1.71,1.64,2.82,3.25
2015-12-21,0.36,0.07,1.75,1.69,2.79,3.25
2015-12-22,0.36,0.07,1.72,1.71,2.81,3.25
2015-12-23,0.36,0.07,1.73,1.69,2.83,3.25
2015-12-24,0.36,0.05,1.7,1.75,2.77,3.25
2015-12-25,0.36,0.04,1.69,1.83,2.69,3.25
2015-12-26,0.36,0.05,1.77,1.76,2.82,3.25
2015-12-27,0.36,0.04,1.75,1.83,2.79,3.25
2015-12-28,0.36,0.05,1.64,1.75,2.83,3.25
2015-12-29,0.36,0.03,1.6,1.71,2.83,3.25
2015-12-30,0.35,0.04,1.65,1.76,2.76,3.25
2015-12-31,0.2,0.04,1.68,1.72,2.84,3.25
2016-01-01,0.2,0.04,1.66,1.74,2.76,3.25
2016-01-02,0.2,0.05,1.64,1.72,2.8,3.25
2016-01-03,0.2,0.04,1.67,1.71,2.81,3.25
2016-01-04,0.36,0.04,1.72,1.79,2.71,3.25
2016-01-05,0.36,0.04,1.62,1.72,2.54,3.25
2016-01-06,0.36,0.04,1.58,1.68,2.6,3.25
2016-01-07,0.36,0.05,1.61,1.72,2.56,3.25
2016-01-08,0.36,0.05,1.59,1.71,2.59,3.25
2016-01-09,0.36,0.04,1.52,1.72,2.56,3.25
2016-01-10,0.36,0.02,1.55,1.76,2.54,3.25
2016-01-11,0.36,0.02,1.49,1.72,2.56,3.25
2016-01-12,0.36,0.05,1.44,1.7,2.58,3.25
2016-01-13,0.36,0.06,1.46,1.77,2.49,3.25
2016-01-14,0.36,0.07,1.5,1.78,2.5,3.25
2016-01-15,0.36,0.07,1.52,1.82,2.5,3.25
2016-01-16,0.36,0.08,1.47,1.77,2.59,3.25
2016-01-17,0.36,0.07,1.48,1.79,2.59,3.25
2016-01-18,0.36,0.05,1.54,1.8,2.58,3.25
2016-01-19,0.36,0.05,1.59,1.83,2.59,3.25
2016-01-20,0.37,0.03,1.51,1.77,2.57,3.25
2016-01-21,0.37,0.02,1.53,1.67,2.65,3.25
2016-01-22,0.38,0.05,1.5,1.79,2.49,3.25
2016-01-23,0.38,0.06,1.53,1.78,2.48,3.25
2016-01-24,0.38,0.05,1.57,1.78,2.48,3.25
2016-01-25,0.38,0.05,1.56,1.74,2.5,3.25
2016-01-26,0.38,0.05,1.57,1.78,2.54,3.25
2016-01-27,0.38,0.05,1.53,1.78,2.52,3.25
2016-01-28,0.38,0.05,1.5,1.76,2.56,3.25
2016-01-29,0.29,0.04,1.49,1.81,2.51,3.25
2016-01-30,0.29,0.05,1.51,1.79,2.55,3.25
2016-01-31,0.29,0.05,1.46,1.78,2.54,3.25
2016-02-01,0.38,0.05,1.54,1.79,2.57,3.25
2016-02-02,0.38,0.06,1.54,1.8,2.56,3.25
2016-02-03,0.38,0.05,1.57,1.84,2.58,3.25
2016-02-04,0.38,0.06,1.65,1.83,2.63,3.25
2016-02-05,0.38,0.05,1.64,1.88,2.56,3.25
2016-02-06,0.38,0.05,1.62,1.86,2.54,3.25
2016-02-07,0.38,0.05,1.59,1.82,2.56,3.25
2016-02-08,0.38,0.05,1.53,1.75,2.59,3.25
2016-02-09,0.38,0.05,1.55,1.74,2.6,3.25
2016-02-10,0.38,0.06,1.58,1.8,2.56,3.25
2016-02-11,0.38,0.05,1.56,1.77,2.59,3.25
2016-02-12,0.38,0.06,1.75,1.73,2.59,3.25
2016-02-13,0.38,0.06,1.73,1.75,2.51,3.25
2016-02-14,0.38,0.06,1.73,1.79,2.49,3.25
2016-02-15,0.38,0.06,1.76,1.79,2.51,3.25
2016-02-16,0.38,0.05,1.76,1.7,2.58,3.25
2016-02-17,0.37,0.05,1.7,1.75,2.53,3.25
2016-02-18,0.38,0.04,1.7,1.73,2.53,3.25
2016-02-19,0.38,0.04,1.74,1.72,2.54,3.25
2016-02-20,0.38,0.05,1.73,1.7,2.56,3.25
2016-02-21,0.38,0.04,1.74,1.71,2.57,3.25
2016-02-22,0.38,0.02,1.8,1.72,2.56,3.25
2016-02-23,0.38,0.02,1.79,1.68,2.6,3.25
2016-02-24,0.38,0.03,1.71,1.71,2.55,3.25
2016-02-25,0.37,0.03,1.68,1.61,2.63,3.25
2016-02-26,0.37,0.03,1.67,1.71,2.51,3.25
2016-02-27,0.37,0.04,1.65,1.7,2.58,3.25
2016-02-28,0.37,0.04,1.59,1.69,2.59,3.25
2016-02-29,0.29,0.04,1.58,1.64,2.62,3.25
2016-03-01,0.36,0.04,1.61,1.71,2.55,3.25
2016-03-02,0.37,0.04,1.63,1.68,2.6,3.25
2016-03-03,0.37,0.04,1.67,1.73,2.61,3.25
2016-03-04,0.36,0.03,1.75,1.95,2.47,3.25
2016-03-05,0.36,0.04,1.74,1.97,2.43,3.25
2016-03-06,0.36,0.03,1.76,1.98,2.44,3.25
2016-03-07,0.36,0.02,1.73,1.98,2.44,3.25
2016-03-08,0.36,0.01,1.74,1.99,2.43,3.25
2016-03-09,0.36,0.03,1.72,1.96,2.44,3.25
2016-03-10,0.36,0.03,1.73,1.95,2.41,3.25
2016-03-11,0.36,0.02,1.74,1.95,2.41,3.25
2016-03-12,0.36,0.03,1.69,1.96,2.4,3.25
2016-03-13,0.36,0.03,1.66,1.96,2.44,3.25
2016-03-14,0.36,0.02,1.67,1.95,2.43,3.25
2016-03-15,0.37,0.03,1.68,1.92,2.44,3.25
2016-03-16,0.37,0.03,1.68,1.91,2.41,3.25
2016-03-17,0.37,0.03,1.65,1.92,2.48,3.25
2016-03-18,0.37,0.03,1.63,1.93,2.45,3.25
2016-03-19,0.37,0.03,1.63,1.92,2.44,3.25
2016-03-20,0.37,0.03,1.67,1.91,2.45,3.25
2016-03-21,0.37,0.03,1.62,1.89,2.43,3.25
2016-03-22,0.37,0.03,1.57,1.92,2.42,3.25
2016-03-23,0.37,0.03,1.55,1.96,2.42,3.25
2016-03-24,0.37,0.03,1.56,1.94,2.42,3.25
2016-03-25,0.37,0.03,1.56,1.93,2.41,3.25
2016-03-26,0.37,0.03,1.53,1.92,2.42,3.25
